date,campaign,adgroup,ad,impressions,clicks,cost,conversions,revenue
11-10-2020,campaign 1,adgroup 3,ad 30,2,2,0.05,0,0
12-10-2020,campaign 1,adgroup 4,ad 1,2,4,1,0,0
12-10-2020,campaign 1,adgroup 3,ad 1,19,12,0.35,1,169.46
12-10-2020,campaign 1,adgroup 1,ad 1,27,9,5.39,1,123.27
12-10-2020,campaign 1,adgroup 4,ad 2,19,8,1.41,0,0
12-10-2020,campaign 1,adgroup 2,ad 2,3,0,0,0,0
12-10-2020,campaign 1,adgroup 1,ad 2,586,219,73.21,3,1328.43
12-10-2020,campaign 1,adgroup 3,ad 3,84,50,3.03,1,149
12-10-2020,campaign 1,adgroup 2,ad 3,1,0,0,0,0
12-10-2020,campaign 1,adgroup 1,ad 3,73,23,14.26,0,0
12-10-2020,campaign 1,adgroup 3,ad 4,54,35,2.14,2,324.16
12-10-2020,campaign 1,adgroup 3,ad 5,65,31,1.63,1,103.25
12-10-2020,campaign 1,adgroup 3,ad 6,256,143,8.92,6,820.03
12-10-2020,campaign 1,adgroup 2,ad 7,19,8,2.84,0,0
12-10-2020,campaign 1,adgroup 3,ad 7,16,7,0.65,0,0
12-10-2020,campaign 1,adgroup 1,ad 7,9,3,0.04,0,0
12-10-2020,campaign 1,adgroup 3,ad 8,380,176,5.96,2,212.89
12-10-2020,campaign 1,adgroup 1,ad 10,6,2,0.99,0,0
13-10-2020,campaign 1,adgroup 4,ad 1,16,4,0.52,0,0
13-10-2020,campaign 1,adgroup 1,ad 1,32,9,0.61,0,0
13-10-2020,campaign 1,adgroup 3,ad 1,20,8,0.08,2,170.2
13-10-2020,campaign 1,adgroup 1,ad 2,703,298,36.79,6,736.52
13-10-2020,campaign 1,adgroup 4,ad 2,5,4,0.3,1,207.6
13-10-2020,campaign 1,adgroup 2,ad 2,6,6,2.21,0,0
13-10-2020,campaign 1,adgroup 3,ad 3,67,40,3.65,2,157.26
13-10-2020,campaign 1,adgroup 2,ad 3,1,0,0,0,0
13-10-2020,campaign 1,adgroup 4,ad 3,6,4,1.59,0,0
13-10-2020,campaign 1,adgroup 1,ad 3,76,31,7.09,0,0
13-10-2020,campaign 1,adgroup 3,ad 4,53,34,4.92,0,0
13-10-2020,campaign 1,adgroup 3,ad 5,79,47,6.18,0,0
13-10-2020,campaign 1,adgroup 3,ad 6,250,124,7.92,6,1035.04
13-10-2020,campaign 1,adgroup 1,ad 7,10,2,0.05,0,0
13-10-2020,campaign 1,adgroup 2,ad 7,8,3,0.08,1,251.02
13-10-2020,campaign 1,adgroup 3,ad 7,17,8,0.25,0,0
13-10-2020,campaign 1,adgroup 3,ad 8,351,171,8.35,1,224.91
13-10-2020,campaign 1,adgroup 1,ad 10,8,4,0.11,1,57
14-10-2020,campaign 1,adgroup 2,ad 1,4,1,1.03,0,0
14-10-2020,campaign 1,adgroup 3,ad 1,14,7,0.58,0,0
14-10-2020,campaign 1,adgroup 4,ad 1,13,6,0.71,0,0
14-10-2020,campaign 1,adgroup 1,ad 1,29,12,0.72,0,0
14-10-2020,campaign 1,adgroup 2,ad 2,2,0,0,0,0
14-10-2020,campaign 1,adgroup 4,ad 2,3,2,0.03,0,0
14-10-2020,campaign 1,adgroup 1,ad 2,691,278,29.69,8,702.98
14-10-2020,campaign 1,adgroup 1,ad 3,70,23,1.44,0,0
14-10-2020,campaign 1,adgroup 3,ad 3,103,58,2.77,1,87.01
14-10-2020,campaign 1,adgroup 2,ad 3,6,0,0,0,0
14-10-2020,campaign 1,adgroup 4,ad 3,8,4,1.2,0,0
14-10-2020,campaign 1,adgroup 3,ad 4,49,28,1.75,3,718.58
14-10-2020,campaign 1,adgroup 3,ad 5,61,33,2.59,3,364.38
14-10-2020,campaign 1,adgroup 3,ad 6,188,100,7.01,9,1136.43
14-10-2020,campaign 1,adgroup 2,ad 7,6,2,0.03,0,0
14-10-2020,campaign 1,adgroup 3,ad 7,15,6,0.06,0,0
14-10-2020,campaign 1,adgroup 1,ad 7,18,4,0.22,0,0
14-10-2020,campaign 1,adgroup 3,ad 8,340,162,6.87,3,0
14-10-2020,campaign 1,adgroup 4,ad 10,1,0,0,0,0
14-10-2020,campaign 1,adgroup 1,ad 10,11,2,0.86,1,237.91
15-10-2020,campaign 1,adgroup 1,ad 1,12,4,0.25,0,0
15-10-2020,campaign 1,adgroup 3,ad 1,12,4,1.34,0,0
15-10-2020,campaign 1,adgroup 2,ad 1,2,0,0,0,0
15-10-2020,campaign 1,adgroup 4,ad 1,7,5,1.94,0,0
15-10-2020,campaign 1,adgroup 1,ad 2,693,305,39.73,7,1416.92
15-10-2020,campaign 1,adgroup 4,ad 2,2,1,0.19,0,0
15-10-2020,campaign 1,adgroup 2,ad 2,2,1,0.01,0,0
15-10-2020,campaign 1,adgroup 2,ad 3,2,0,0,0,0
15-10-2020,campaign 1,adgroup 1,ad 3,102,35,4.54,1,134.37
15-10-2020,campaign 1,adgroup 4,ad 3,8,2,0.03,0,0
15-10-2020,campaign 1,adgroup 3,ad 3,75,38,4.45,1,115.56
15-10-2020,campaign 1,adgroup 3,ad 4,52,28,3.15,1,80.08
15-10-2020,campaign 1,adgroup 3,ad 5,94,45,5.32,2,192.73
15-10-2020,campaign 1,adgroup 3,ad 6,232,111,16.86,0,0
15-10-2020,campaign 1,adgroup 1,ad 7,25,9,3.47,0,0
15-10-2020,campaign 1,adgroup 2,ad 7,9,2,0.05,0,0
15-10-2020,campaign 1,adgroup 3,ad 7,26,11,0.61,0,0
15-10-2020,campaign 1,adgroup 3,ad 8,348,181,22.98,1,50.08
15-10-2020,campaign 1,adgroup 1,ad 10,6,4,0.47,0,0
16-10-2020,campaign 1,adgroup 2,ad 1,1,0,0,0,0
16-10-2020,campaign 1,adgroup 1,ad 1,20,8,2.44,0,0
16-10-2020,campaign 1,adgroup 4,ad 1,11,5,1.4,0,0
16-10-2020,campaign 1,adgroup 3,ad 1,20,10,4.54,0,0
16-10-2020,campaign 1,adgroup 2,ad 2,9,1,0.01,0,0
16-10-2020,campaign 1,adgroup 1,ad 2,680,315,70.65,12,2168.22
16-10-2020,campaign 1,adgroup 4,ad 2,6,1,2.21,0,0
16-10-2020,campaign 1,adgroup 4,ad 3,8,6,1.09,0,0
16-10-2020,campaign 1,adgroup 1,ad 3,68,33,10.89,0,0
16-10-2020,campaign 1,adgroup 2,ad 3,4,2,0.02,0,0
16-10-2020,campaign 1,adgroup 3,ad 3,72,41,13.06,1,186
16-10-2020,campaign 1,adgroup 3,ad 4,48,29,4.45,0,0
16-10-2020,campaign 1,adgroup 3,ad 5,120,75,20.03,1,282.96
16-10-2020,campaign 1,adgroup 3,ad 6,183,94,17.81,4,357.53
16-10-2020,campaign 1,adgroup 2,ad 7,5,3,1.04,0,0
16-10-2020,campaign 1,adgroup 1,ad 7,27,12,4.31,2,163.25
16-10-2020,campaign 1,adgroup 3,ad 7,13,6,0.29,0,0
16-10-2020,campaign 1,adgroup 3,ad 8,347,169,30.97,2,265.44
16-10-2020,campaign 1,adgroup 1,ad 10,9,2,0.02,0,0
16-10-2020,campaign 1,adgroup 4,ad 10,1,0,0,0,0
17-10-2020,campaign 1,adgroup 4,ad 1,9,4,0.79,0,0
17-10-2020,campaign 1,adgroup 1,ad 1,18,13,3.42,0,0
17-10-2020,campaign 1,adgroup 3,ad 1,26,13,3.4,0,0
17-10-2020,campaign 1,adgroup 4,ad 2,7,5,2.64,0,0
17-10-2020,campaign 1,adgroup 2,ad 2,13,3,0.3,0,0
17-10-2020,campaign 1,adgroup 1,ad 2,655,262,61.3,7,957.31
17-10-2020,campaign 1,adgroup 4,ad 3,14,12,2.03,1,88.87
17-10-2020,campaign 1,adgroup 3,ad 3,113,59,11.96,1,86.94
17-10-2020,campaign 1,adgroup 1,ad 3,123,42,15.25,1,303.21
17-10-2020,campaign 1,adgroup 2,ad 3,1,1,0.01,0,0
17-10-2020,campaign 1,adgroup 3,ad 4,51,27,7.03,0,0
17-10-2020,campaign 1,adgroup 3,ad 5,118,61,19.8,2,667.29
17-10-2020,campaign 1,adgroup 3,ad 6,191,95,17.32,1,217.36
17-10-2020,campaign 1,adgroup 1,ad 7,18,4,0.57,0,0
17-10-2020,campaign 1,adgroup 2,ad 7,4,1,0.39,0,0
17-10-2020,campaign 1,adgroup 3,ad 7,16,6,0.63,0,0
17-10-2020,campaign 1,adgroup 3,ad 8,337,165,28.39,2,107.95
17-10-2020,campaign 1,adgroup 1,ad 10,10,3,0.37,0,0
17-10-2020,campaign 1,adgroup 4,ad 10,1,0,0,0,0
18-10-2020,campaign 1,adgroup 3,ad 1,16,8,3.08,0,0
18-10-2020,campaign 1,adgroup 1,ad 1,28,14,3.47,1,310.54
18-10-2020,campaign 1,adgroup 2,ad 1,4,2,1.05,0,0
18-10-2020,campaign 1,adgroup 4,ad 1,5,1,2.34,0,0
18-10-2020,campaign 1,adgroup 1,ad 2,651,304,70.63,12,1631.69
18-10-2020,campaign 1,adgroup 2,ad 2,7,2,1.19,0,0
18-10-2020,campaign 1,adgroup 4,ad 2,4,3,0.48,0,0
18-10-2020,campaign 1,adgroup 3,ad 3,112,55,17.09,2,284.03
18-10-2020,campaign 1,adgroup 1,ad 3,115,58,26.56,2,270.61
18-10-2020,campaign 1,adgroup 4,ad 3,8,6,1.27,0,0
18-10-2020,campaign 1,adgroup 2,ad 3,3,2,0.73,0,0
18-10-2020,campaign 1,adgroup 3,ad 4,48,23,6.91,1,182.03
18-10-2020,campaign 1,adgroup 3,ad 5,131,65,22.13,0,0
18-10-2020,campaign 1,adgroup 3,ad 6,153,77,13.64,5,846.21
18-10-2020,campaign 1,adgroup 2,ad 7,8,2,0.02,0,0
18-10-2020,campaign 1,adgroup 1,ad 7,14,4,2.01,0,0
18-10-2020,campaign 1,adgroup 3,ad 7,16,8,0.56,0,0
18-10-2020,campaign 1,adgroup 3,ad 8,311,146,24.98,1,202.36
18-10-2020,campaign 1,adgroup 1,ad 10,9,1,0.11,0,0
18-10-2020,campaign 1,adgroup 4,ad 10,1,1,0.87,0,0
19-10-2020,campaign 1,adgroup 3,ad 1,22,7,1.16,1,107.86
19-10-2020,campaign 1,adgroup 1,ad 1,35,12,1.51,1,108.68
19-10-2020,campaign 1,adgroup 4,ad 1,10,4,0.22,0,0
19-10-2020,campaign 1,adgroup 2,ad 1,2,0,0,0,0
19-10-2020,campaign 1,adgroup 4,ad 2,8,7,0.66,0,0
19-10-2020,campaign 1,adgroup 1,ad 2,669,305,41.31,4,785.98
19-10-2020,campaign 1,adgroup 2,ad 2,5,2,0.05,0,0
19-10-2020,campaign 1,adgroup 4,ad 3,8,4,0.07,0,0
19-10-2020,campaign 1,adgroup 2,ad 3,5,0,0,0,0
19-10-2020,campaign 1,adgroup 3,ad 3,84,39,4.72,0,0
19-10-2020,campaign 1,adgroup 1,ad 3,137,46,10.53,0,0
19-10-2020,campaign 1,adgroup 3,ad 4,40,20,2.7,0,0
19-10-2020,campaign 1,adgroup 3,ad 5,92,49,4.92,1,78.32
19-10-2020,campaign 1,adgroup 3,ad 6,211,109,8.76,6,533.85
19-10-2020,campaign 1,adgroup 1,ad 7,13,5,0.8,0,0
19-10-2020,campaign 1,adgroup 2,ad 7,12,2,0.16,0,0
19-10-2020,campaign 1,adgroup 3,ad 7,18,8,0.49,0,0
19-10-2020,campaign 1,adgroup 3,ad 8,276,138,20.02,3,334.56
19-10-2020,campaign 1,adgroup 1,ad 10,15,8,0.4,0,0
19-10-2020,campaign 1,adgroup 4,ad 10,2,0,0,0,0
20-10-2020,campaign 1,adgroup 2,ad 1,2,0,0,0,0
20-10-2020,campaign 1,adgroup 3,ad 1,20,6,1.05,0,0
20-10-2020,campaign 1,adgroup 4,ad 1,2,2,1.63,0,0
20-10-2020,campaign 1,adgroup 1,ad 1,33,15,4.45,0,0
20-10-2020,campaign 1,adgroup 4,ad 2,9,4,1.22,0,0
20-10-2020,campaign 1,adgroup 2,ad 2,9,2,0.77,0,0
20-10-2020,campaign 1,adgroup 1,ad 2,708,301,40.78,9,888.47
20-10-2020,campaign 1,adgroup 4,ad 3,13,7,0.77,0,0
20-10-2020,campaign 1,adgroup 3,ad 3,97,42,11.26,3,360.23
20-10-2020,campaign 1,adgroup 2,ad 3,1,0,0,0,0
20-10-2020,campaign 1,adgroup 1,ad 3,101,27,4.26,0,0
20-10-2020,campaign 1,adgroup 3,ad 4,39,25,3.49,1,103
20-10-2020,campaign 1,adgroup 3,ad 5,67,37,3.41,0,0
20-10-2020,campaign 1,adgroup 3,ad 6,212,110,8.69,3,139.5
20-10-2020,campaign 1,adgroup 1,ad 7,16,5,1.24,0,0
20-10-2020,campaign 1,adgroup 2,ad 7,18,6,0.2,0,0
20-10-2020,campaign 1,adgroup 3,ad 7,12,6,0.5,0,0
20-10-2020,campaign 1,adgroup 3,ad 8,294,136,16.38,2,991.55
20-10-2020,campaign 1,adgroup 1,ad 10,16,4,0.44,0,0
21-10-2020,campaign 1,adgroup 1,ad 1,33,15,1.6,0,0
21-10-2020,campaign 1,adgroup 2,ad 1,2,1,0.01,0,0
21-10-2020,campaign 1,adgroup 4,ad 1,6,4,2.22,0,0
21-10-2020,campaign 1,adgroup 3,ad 1,10,4,0.09,0,0
21-10-2020,campaign 1,adgroup 2,ad 2,11,4,1.63,0,0
21-10-2020,campaign 1,adgroup 4,ad 2,8,7,1.81,0,0
21-10-2020,campaign 1,adgroup 1,ad 2,576,240,29.2,4,333.91
21-10-2020,campaign 1,adgroup 2,ad 3,5,2,2.27,0,0
21-10-2020,campaign 1,adgroup 4,ad 3,7,2,0.67,0,0
21-10-2020,campaign 1,adgroup 1,ad 3,116,35,5.38,0,0
21-10-2020,campaign 1,adgroup 3,ad 3,114,61,7.35,0,0
21-10-2020,campaign 1,adgroup 3,ad 4,39,24,2.6,0,0
21-10-2020,campaign 1,adgroup 3,ad 5,78,38,8.52,0,0
21-10-2020,campaign 1,adgroup 3,ad 6,222,117,9.08,4,366.06
21-10-2020,campaign 1,adgroup 3,ad 7,18,11,1.39,0,0
21-10-2020,campaign 1,adgroup 1,ad 7,25,10,1.91,1,115
21-10-2020,campaign 1,adgroup 2,ad 7,6,3,0.38,0,0
21-10-2020,campaign 1,adgroup 3,ad 8,266,134,11.05,1,15
21-10-2020,campaign 1,adgroup 1,ad 10,8,4,0.61,0,0
21-10-2020,campaign 1,adgroup 4,ad 10,1,0,0,0,0
22-10-2020,campaign 1,adgroup 4,ad 1,5,3,1.83,0,0
22-10-2020,campaign 1,adgroup 2,ad 1,2,0,0,0,0
22-10-2020,campaign 1,adgroup 3,ad 1,14,11,0.94,0,0
22-10-2020,campaign 1,adgroup 1,ad 1,24,8,1.8,0,0
22-10-2020,campaign 1,adgroup 1,ad 2,704,274,32.59,6,901.6
22-10-2020,campaign 1,adgroup 2,ad 2,14,6,1.14,0,0
22-10-2020,campaign 1,adgroup 4,ad 2,22,10,2.44,0,0
22-10-2020,campaign 1,adgroup 3,ad 3,128,66,6.88,0,0
22-10-2020,campaign 1,adgroup 4,ad 3,8,6,1.32,0,0
22-10-2020,campaign 1,adgroup 1,ad 3,70,23,2.95,0,0
22-10-2020,campaign 1,adgroup 2,ad 3,1,0,0,0,0
22-10-2020,campaign 1,adgroup 3,ad 4,55,30,7.55,2,254.85
22-10-2020,campaign 1,adgroup 3,ad 5,76,36,7.39,0,0
22-10-2020,campaign 1,adgroup 3,ad 6,239,112,13.89,1,69.04
22-10-2020,campaign 1,adgroup 3,ad 7,17,14,1.36,0,0
22-10-2020,campaign 1,adgroup 2,ad 7,4,2,0.05,0,0
22-10-2020,campaign 1,adgroup 1,ad 7,19,7,0.29,0,0
22-10-2020,campaign 1,adgroup 3,ad 8,320,162,17.68,0,0
22-10-2020,campaign 1,adgroup 1,ad 10,8,3,0.12,0,0
23-10-2020,campaign 1,adgroup 2,ad 1,2,1,0.19,0,0
23-10-2020,campaign 1,adgroup 1,ad 1,25,10,1.78,0,0
23-10-2020,campaign 1,adgroup 4,ad 1,4,3,0.46,0,0
23-10-2020,campaign 1,adgroup 3,ad 1,21,9,3.27,0,0
23-10-2020,campaign 1,adgroup 4,ad 2,17,3,1.45,0,0
23-10-2020,campaign 1,adgroup 2,ad 2,11,6,0.22,0,0
23-10-2020,campaign 1,adgroup 1,ad 2,747,316,33.62,10,2250.89
23-10-2020,campaign 1,adgroup 1,ad 3,43,12,0.64,0,0
23-10-2020,campaign 1,adgroup 3,ad 3,99,48,3.87,1,80
23-10-2020,campaign 1,adgroup 2,ad 3,2,1,0.06,0,0
23-10-2020,campaign 1,adgroup 4,ad 3,2,0,0,0,0
23-10-2020,campaign 1,adgroup 3,ad 4,44,20,3.2,0,0
23-10-2020,campaign 1,adgroup 3,ad 5,141,65,8.05,1,503
23-10-2020,campaign 1,adgroup 3,ad 6,194,85,9.07,4,573.69
23-10-2020,campaign 1,adgroup 3,ad 7,23,16,1.62,0,0
23-10-2020,campaign 1,adgroup 1,ad 7,25,8,0.7,0,0
23-10-2020,campaign 1,adgroup 2,ad 7,6,1,0.06,0,0
23-10-2020,campaign 1,adgroup 3,ad 8,286,137,13.66,1,63.92
23-10-2020,campaign 1,adgroup 1,ad 10,6,1,0.01,0,0
24-10-2020,campaign 1,adgroup 3,ad 1,21,11,1.2,1,131.4
24-10-2020,campaign 1,adgroup 4,ad 1,3,0,0,0,0
24-10-2020,campaign 1,adgroup 1,ad 1,19,5,1.62,0,0
24-10-2020,campaign 1,adgroup 1,ad 2,702,264,23.09,5,517.84
24-10-2020,campaign 1,adgroup 4,ad 2,16,11,4.73,1,100.8
24-10-2020,campaign 1,adgroup 2,ad 2,13,5,0.93,0,0
24-10-2020,campaign 1,adgroup 3,ad 3,117,66,7.3,0,0
24-10-2020,campaign 1,adgroup 2,ad 3,1,1,0.04,0,0
24-10-2020,campaign 1,adgroup 1,ad 3,63,24,1.78,0,0
24-10-2020,campaign 1,adgroup 3,ad 4,52,26,2.04,2,118
24-10-2020,campaign 1,adgroup 3,ad 5,156,75,8.73,0,0
24-10-2020,campaign 1,adgroup 3,ad 6,159,75,9.21,3,281.6
24-10-2020,campaign 1,adgroup 3,ad 7,16,9,0.75,0,0
24-10-2020,campaign 1,adgroup 1,ad 7,12,5,2.29,0,0
24-10-2020,campaign 1,adgroup 3,ad 8,308,125,10.69,1,65
24-10-2020,campaign 1,adgroup 1,ad 10,6,3,0.37,0,0
24-10-2020,campaign 1,adgroup 4,ad 10,2,2,0.09,0,0
25-10-2020,campaign 1,adgroup 1,ad 1,30,6,0.82,0,0
25-10-2020,campaign 1,adgroup 3,ad 1,24,12,1.26,0,0
25-10-2020,campaign 1,adgroup 2,ad 2,19,10,3.37,0,0
25-10-2020,campaign 1,adgroup 4,ad 2,11,7,2.28,0,0
25-10-2020,campaign 1,adgroup 1,ad 2,697,259,28.01,4,307.1
25-10-2020,campaign 1,adgroup 3,ad 3,125,62,6.94,1,32.41
25-10-2020,campaign 1,adgroup 4,ad 3,3,3,0.11,0,0
25-10-2020,campaign 1,adgroup 1,ad 3,91,21,1,0,0
25-10-2020,campaign 1,adgroup 3,ad 4,56,29,2.56,1,158.4
25-10-2020,campaign 1,adgroup 3,ad 5,104,55,6.35,0,0
25-10-2020,campaign 1,adgroup 3,ad 6,230,109,10.22,3,551.3
25-10-2020,campaign 1,adgroup 2,ad 7,1,1,0.01,0,0
25-10-2020,campaign 1,adgroup 1,ad 7,12,6,2.09,1,12
25-10-2020,campaign 1,adgroup 3,ad 7,8,2,0.04,0,0
25-10-2020,campaign 1,adgroup 3,ad 8,322,146,13.07,5,617.78
25-10-2020,campaign 1,adgroup 1,ad 10,9,1,0.08,0,0
25-10-2020,campaign 1,adgroup 4,ad 10,1,1,0.07,0,0
26-10-2020,campaign 1,adgroup 3,ad 1,21,9,0.28,0,0
26-10-2020,campaign 1,adgroup 4,ad 1,1,0,0,0,0
26-10-2020,campaign 1,adgroup 1,ad 1,29,9,1.77,1,127.8
26-10-2020,campaign 1,adgroup 4,ad 2,14,11,1.65,0,0
26-10-2020,campaign 1,adgroup 2,ad 2,26,13,0.47,0,0
26-10-2020,campaign 1,adgroup 1,ad 2,768,329,44.49,5,722.9
26-10-2020,campaign 1,adgroup 2,ad 3,3,0,0,0,0
26-10-2020,campaign 1,adgroup 4,ad 3,1,2,0.04,0,0
26-10-2020,campaign 1,adgroup 3,ad 3,81,39,5.21,1,133
26-10-2020,campaign 1,adgroup 1,ad 3,75,27,1.19,0,0
26-10-2020,campaign 1,adgroup 3,ad 4,51,33,6.01,3,504.9
26-10-2020,campaign 1,adgroup 3,ad 5,142,71,8.08,0,0
26-10-2020,campaign 1,adgroup 3,ad 6,282,145,10.5,6,1071
26-10-2020,campaign 1,adgroup 1,ad 7,11,2,0.79,0,0
26-10-2020,campaign 1,adgroup 3,ad 7,22,10,0.97,0,0
26-10-2020,campaign 1,adgroup 2,ad 7,2,0,0,0,0
26-10-2020,campaign 1,adgroup 3,ad 8,264,112,11.45,1,186
26-10-2020,campaign 1,adgroup 1,ad 10,15,6,1.22,1,228
27-10-2020,campaign 1,adgroup 2,ad 1,1,0,0,0,0
27-10-2020,campaign 1,adgroup 3,ad 1,25,10,1.64,0,0
27-10-2020,campaign 1,adgroup 1,ad 1,19,6,2.33,0,0
27-10-2020,campaign 1,adgroup 4,ad 2,19,12,1.03,1,62
27-10-2020,campaign 1,adgroup 1,ad 2,762,305,40.03,2,271.6
27-10-2020,campaign 1,adgroup 2,ad 2,21,7,1.29,0,0
27-10-2020,campaign 1,adgroup 2,ad 3,3,0,0,0,0
27-10-2020,campaign 1,adgroup 4,ad 3,4,1,0.01,0,0
27-10-2020,campaign 1,adgroup 1,ad 3,83,29,6.52,0,0
27-10-2020,campaign 1,adgroup 3,ad 3,106,47,2.88,2,1211
27-10-2020,campaign 1,adgroup 3,ad 4,28,17,1.49,0,0
27-10-2020,campaign 1,adgroup 3,ad 5,91,51,5.3,0,0
27-10-2020,campaign 1,adgroup 3,ad 6,246,115,6.39,3,273.99
27-10-2020,campaign 1,adgroup 3,ad 7,18,9,1.26,0,0
27-10-2020,campaign 1,adgroup 2,ad 7,1,0,0,0,0
27-10-2020,campaign 1,adgroup 1,ad 7,18,11,0.57,0,0
27-10-2020,campaign 1,adgroup 3,ad 8,317,133,12.04,0,0
27-10-2020,campaign 1,adgroup 1,ad 10,12,2,0.39,0,0
28-10-2020,campaign 1,adgroup 1,ad 1,36,13,3.23,0,0
28-10-2020,campaign 1,adgroup 4,ad 1,2,1,0.01,0,0
28-10-2020,campaign 1,adgroup 3,ad 1,35,15,1.13,1,73
28-10-2020,campaign 1,adgroup 2,ad 1,2,0,0,0,0
28-10-2020,campaign 1,adgroup 4,ad 2,26,11,2.58,2,798
28-10-2020,campaign 1,adgroup 1,ad 2,782,331,40.64,6,727.7
28-10-2020,campaign 1,adgroup 2,ad 2,24,11,0.54,0,0
28-10-2020,campaign 1,adgroup 2,ad 3,4,1,0.01,0,0
28-10-2020,campaign 1,adgroup 4,ad 3,3,1,0.32,0,0
28-10-2020,campaign 1,adgroup 1,ad 3,109,41,2.86,2,115.6
28-10-2020,campaign 1,adgroup 3,ad 3,113,60,4.07,0,0
28-10-2020,campaign 1,adgroup 3,ad 4,39,25,5.06,0,0
28-10-2020,campaign 1,adgroup 3,ad 5,154,74,8.53,2,283
28-10-2020,campaign 1,adgroup 3,ad 6,264,130,20,7,751.46
28-10-2020,campaign 1,adgroup 2,ad 7,1,1,0.52,0,0
28-10-2020,campaign 1,adgroup 1,ad 7,13,7,1.67,2,321
28-10-2020,campaign 1,adgroup 3,ad 7,20,11,0.79,0,0
28-10-2020,campaign 1,adgroup 3,ad 8,229,93,9.26,4,188.36
28-10-2020,campaign 1,adgroup 1,ad 10,10,4,0.5,0,0
29-10-2020,campaign 1,adgroup 4,ad 1,3,1,0.01,0,0
29-10-2020,campaign 1,adgroup 3,ad 1,28,17,3.19,0,0
29-10-2020,campaign 1,adgroup 1,ad 1,14,7,0.59,0,0
29-10-2020,campaign 1,adgroup 4,ad 2,19,10,2.87,0,0
29-10-2020,campaign 1,adgroup 2,ad 2,9,7,0.8,1,76
29-10-2020,campaign 1,adgroup 1,ad 2,388,174,22.69,3,358
29-10-2020,campaign 1,adgroup 2,ad 3,2,0,0,0,0
29-10-2020,campaign 1,adgroup 1,ad 3,58,26,6.86,0,0
29-10-2020,campaign 1,adgroup 4,ad 3,5,4,3.31,0,0
29-10-2020,campaign 1,adgroup 3,ad 3,67,31,2.41,0,0
29-10-2020,campaign 1,adgroup 3,ad 4,27,18,1.67,1,96
29-10-2020,campaign 1,adgroup 3,ad 5,71,46,5.03,0,0
29-10-2020,campaign 1,adgroup 1,ad 32,27,12,2.7,1,186
29-10-2020,campaign 1,adgroup 2,ad 32,2,0,0,0,0
29-10-2020,campaign 1,adgroup 1,ad 32,26,10,4.92,0,0
29-10-2020,campaign 1,adgroup 3,ad 32,52,22,3.57,0,0
29-10-2020,campaign 1,adgroup 4,ad 32,2,0,0,0,0
29-10-2020,campaign 1,adgroup 3,ad 32,45,16,1.61,0,0
29-10-2020,campaign 1,adgroup 3,ad 6,139,69,4.41,0,0
29-10-2020,campaign 1,adgroup 3,ad 7,11,5,2.25,0,0
29-10-2020,campaign 1,adgroup 2,ad 7,1,0,0,0,0
29-10-2020,campaign 1,adgroup 1,ad 7,8,3,0.21,1,117.05
29-10-2020,campaign 1,adgroup 3,ad 8,161,83,10.06,1,98.1
29-10-2020,campaign 1,adgroup 3,ad 33,412,200,15.41,3,125
29-10-2020,campaign 1,adgroup 4,ad 33,5,1,0.22,0,0
29-10-2020,campaign 1,adgroup 2,ad 33,8,5,1,0,0
29-10-2020,campaign 1,adgroup 1,ad 33,587,250,22.84,2,224.15
29-10-2020,campaign 1,adgroup 2,ad 34,8,1,1.2,0,0
29-10-2020,campaign 1,adgroup 3,ad 34,59,42,2.15,0,0
29-10-2020,campaign 1,adgroup 1,ad 34,73,29,3.55,0,0
29-10-2020,campaign 1,adgroup 1,ad 34,9,4,0.37,0,0
29-10-2020,campaign 1,adgroup 3,ad 34,23,16,1.72,1,170
29-10-2020,campaign 1,adgroup 4,ad 10,1,0,0,0,0
29-10-2020,campaign 1,adgroup 1,ad 10,8,2,1.02,0,0
30-10-2020,campaign 1,adgroup 3,ad 1,16,8,0.26,0,0
30-10-2020,campaign 1,adgroup 1,ad 1,16,4,0.41,0,0
30-10-2020,campaign 1,adgroup 1,ad 2,337,133,15.72,0,0
30-10-2020,campaign 1,adgroup 4,ad 2,15,8,4.25,0,0
30-10-2020,campaign 1,adgroup 2,ad 2,11,5,0.16,0,0
30-10-2020,campaign 1,adgroup 1,ad 3,55,21,1.72,0,0
30-10-2020,campaign 1,adgroup 4,ad 3,8,5,2.84,0,0
30-10-2020,campaign 1,adgroup 3,ad 3,48,23,0.88,0,0
30-10-2020,campaign 1,adgroup 2,ad 3,1,0,0,0,0
30-10-2020,campaign 1,adgroup 3,ad 4,10,7,1.14,0,0
30-10-2020,campaign 1,adgroup 3,ad 5,9,5,0.83,0,0
30-10-2020,campaign 1,adgroup 2,ad 32,1,0,0,0,0
30-10-2020,campaign 1,adgroup 3,ad 32,348,182,18.39,1,53.75
30-10-2020,campaign 1,adgroup 3,ad 32,30,15,1.69,0,0
30-10-2020,campaign 1,adgroup 4,ad 32,2,2,1.66,0,0
30-10-2020,campaign 1,adgroup 4,ad 32,4,1,0.74,0,0
30-10-2020,campaign 1,adgroup 1,ad 32,183,94,13.56,1,97
30-10-2020,campaign 1,adgroup 1,ad 32,11,8,1.75,0,0
30-10-2020,campaign 1,adgroup 3,ad 6,85,47,1.52,1,149
30-10-2020,campaign 1,adgroup 1,ad 7,10,4,0.4,0,0
